strategy,entry_ts,exit_ts,side,entry_price,exit_price,net_pnl,outcome,bars_held_minutes
regime,2024-04-09T01:04:00+00:00,2024-04-09T01:30:00+00:00,sell,5254.0,5255.0,-24.96,stop,26
regime,2024-04-09T01:06:00+00:00,2024-04-09T01:30:00+00:00,buy,5253.5,5255.0,25.04,target,24
regime,2024-04-09T01:20:00+00:00,2024-04-09T01:30:00+00:00,sell,5254.25,5255.25,-18.72,stop,10
regime,2024-04-09T01:36:00+00:00,2024-04-09T01:40:00+00:00,buy,5254.5,5253.25,-22.47,stop,4
regime,2024-04-09T00:04:00+00:00,2024-04-09T01:42:00+00:00,buy,5254.25,5252.75,-17.48,stop,98
regime,2024-04-09T00:12:00+00:00,2024-04-09T01:42:00+00:00,sell,5255.25,5252.75,22.52,target,90
regime,2024-04-09T00:18:00+00:00,2024-04-09T01:42:00+00:00,buy,5254.25,5252.75,-26.22,stop,84
regime,2024-04-09T00:26:00+00:00,2024-04-09T01:42:00+00:00,buy,5254.0,5252.75,-22.47,stop,76
regime,2024-04-09T00:18:00+00:00,2024-04-09T01:42:00+00:00,buy,5254.25,5253.0,-22.47,stop,84
regime,2024-04-09T01:32:00+00:00,2024-04-09T01:42:00+00:00,sell,5255.0,5252.75,30.03,target,10
regime,2024-04-09T00:16:00+00:00,2024-04-09T01:56:00+00:00,sell,5254.75,5252.25,22.52,target,100
regime,2024-04-09T01:34:00+00:00,2024-04-09T01:56:00+00:00,sell,5254.5,5252.25,30.03,target,22
regime,2024-04-09T01:38:00+00:00,2024-04-09T02:06:00+00:00,sell,5253.75,5251.75,26.28,target,28
regime,2024-04-09T02:12:00+00:00,2024-04-09T02:14:00+00:00,sell,5251.75,5252.5,-19.96,stop,2
regime,2024-04-09T02:08:00+00:00,2024-04-09T02:16:00+00:00,sell,5252.0,5253.0,-24.96,stop,8
regime,2024-04-09T01:58:00+00:00,2024-04-09T02:18:00+00:00,buy,5252.25,5253.75,25.04,target,20
regime,2024-04-09T02:00:00+00:00,2024-04-09T02:18:00+00:00,sell,5252.75,5253.75,-18.72,stop,18
regime,2024-04-09T02:10:00+00:00,2024-04-09T02:18:00+00:00,buy,5252.0,5253.5,25.04,target,8
regime,2024-04-09T02:14:00+00:00,2024-04-09T02:18:00+00:00,sell,5252.5,5253.5,-24.96,stop,4
regime,2024-04-09T01:56:00+00:00,2024-04-09T02:24:00+00:00,buy,5252.5,5254.0,25.04,target,28
regime,2024-04-09T02:28:00+00:00,2024-04-09T02:34:00+00:00,buy,5253.75,5252.75,-24.96,stop,6
regime,2024-04-09T02:24:00+00:00,2024-04-09T02:38:00+00:00,buy,5253.25,5252.25,-24.96,stop,14
regime,2024-04-09T02:26:00+00:00,2024-04-09T02:38:00+00:00,sell,5254.0,5252.25,22.53,target,12
regime,2024-04-09T02:30:00+00:00,2024-04-09T02:38:00+00:00,sell,5253.25,5251.75,25.04,target,8
regime,2024-04-09T02:32:00+00:00,2024-04-09T02:38:00+00:00,buy,5253.0,5252.0,-24.96,stop,6
regime,2024-04-09T00:08:00+00:00,2024-04-09T04:18:00+00:00,sell,5254.5,5256.25,-19.98,stop,250
